Record Type,Workflow,Category,Trigger,Action,Arguments,Condition
Visitor Lunch Arrangement,Visitor Lunch Arrangement,State Event3,Entry,Set Field Value,Date Created=today,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 10924, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Date Created=today', actionCondition: '', actionScriptId: 'workflowaction20142'});"
Visitor Lunch Arrangement,Visitor Lunch Arrangement,Record Load2,Before Record Load,Add Button,Label: Submit to Front Desk Executive,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 9979, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Submit to Front Desk Executive', actionCondition: 'User Role = HR/Admin Employee Center_Social,PPA Tools Coordinator', actionScriptId: 'workflowaction19728'});"
Visitor Lunch Arrangement,Visitor Lunch Arrangement,Record Load2,Before Record Load,Lock Record,,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 9987, actionName: 'Lock Record', linkElement: this, actionArguments: '', actionCondition: '', actionScriptId: 'workflowaction19732'});"
Visitor Lunch Arrangement,Visitor Lunch Arrangement,State Event3,Entry,Set Field Value,Status=Pending Facilities Manager's Approval,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 9974, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Status=Pending Facilities Manager\'s Approval', actionCondition: '', actionScriptId: 'workflowaction19723'});"
Visitor Lunch Arrangement,Visitor Lunch Arrangement,State Event3,Entry,XMessenger (Telegram),"Message='New Visitor Lunch Request: *' || {name} || '*\n\n' || 'Hello' ||',\n\nI have a new Visitor Lunch Request. Kindly attend to it.' || '\nDate of Visit: ' || {custrecord_vist_date} || '\n\n' || '[View Request](https://4891605.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=1957&id=' || {id} || '&whence=)' ||  '\n\nRegards,\n' || {custrecord_vist_host},Recipient 1=Faustine Asare,Recipient 2=Victoria Allotey,Recipient 3=Naa Adjeley Oshiki,,","NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 9972, actionName: 'XMessenger (Telegram)', linkElement: this, actionArguments: 'Message=\'New Visitor Lunch Request: *\' || {name} || \'*\\n\\n\' || \'Hello\' ||\',\\n\\nI have a new Visitor Lunch Request. Kindly attend to it.\' || \'\\nDate of Visit: \' || {custrecord_vist_date} || \'\\n\\n\' || \'[View Request](https://4891605.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=1957&id=\' || {id} || \'&whence=)\' ||  \'\\n\\nRegards,\\n\' || {custrecord_vist_host},Recipient 1=Faustine Asare,Recipient 2=Victoria Allotey,Recipient 3=Naa Adjeley Oshiki,,', actionCondition: '', actionScriptId: 'workflowaction19721'});"
Visitor Lunch Arrangement,Visitor Lunch Arrangement,State Event3,Entry,Set Field Value,Date Created=today,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 10924, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Date Created=today', actionCondition: '', actionScriptId: 'workflowaction20142'});"
Visitor Lunch Arrangement,Visitor Lunch Arrangement,Record Load2,Before Record Load,Add Button,Label: Submit to Front Desk Executive,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 9979, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Submit to Front Desk Executive', actionCondition: 'User Role = HR/Admin Employee Center_Social,PPA Tools Coordinator', actionScriptId: 'workflowaction19728'});"
Visitor Lunch Arrangement,Visitor Lunch Arrangement,Record Load2,Before Record Load,Lock Record,,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 9987, actionName: 'Lock Record', linkElement: this, actionArguments: '', actionCondition: '', actionScriptId: 'workflowaction19732'});"
Visitor Lunch Arrangement,Visitor Lunch Arrangement,State Event2,Entry,Set Field Value,Status=Pending Front Desk Action,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 9975, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Status=Pending Front Desk Action', actionCondition: '', actionScriptId: 'workflowaction19724'});"
Visitor Lunch Arrangement,Visitor Lunch Arrangement,State Event2,Entry,XMessenger (Telegram),"Message='New Visitor Lunch Request: *' || {name} || '*\n\n' || 'Hello' ||',\n\nKindly attend to this Visitor Lunch Request.' || '\nDate of Visit: ' || {custrecord_vist_date} || '\n\n' || '[View Request](https://4891605.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=1957&id=' || {id} || '&whence=)' ||  '\n\nRegards,\n' || {lastmodifiedby},Recipient 1=Audrey Akushika Kligo,Recipient 2=Faustine Asare,,,","NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 9973, actionName: 'XMessenger (Telegram)', linkElement: this, actionArguments: 'Message=\'New Visitor Lunch Request: *\' || {name} || \'*\\n\\n\' || \'Hello\' ||\',\\n\\nKindly attend to this Visitor Lunch Request.\' || \'\\nDate of Visit: \' || {custrecord_vist_date} || \'\\n\\n\' || \'[View Request](https://4891605.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=1957&id=\' || {id} || \'&whence=)\' ||  \'\\n\\nRegards,\\n\' || {lastmodifiedby},Recipient 1=Audrey Akushika Kligo,Recipient 2=Faustine Asare,,,', actionCondition: '', actionScriptId: 'workflowaction19722'});"
Visitor Lunch Arrangement,Visitor Lunch Arrangement,Record Load2,Before Record Load,Add Button,Label: Complete,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 9978, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Complete', actionCondition: 'User Role = HR/Admin Employee Center_Social', actionScriptId: 'workflowaction19727'});"
Visitor Lunch Arrangement,Visitor Lunch Arrangement,Record Load2,Before Record Load,Lock Record,,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 9986, actionName: 'Lock Record', linkElement: this, actionArguments: '', actionCondition: '', actionScriptId: 'workflowaction19731'});"
Asset Disposal,Asset Allocation,State Event1,Entry,Set Field Value,Status=Pending Allocation,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4212, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Status=Pending Allocation', actionCondition: '', actionScriptId: 'workflowaction15668'});"
Asset Disposal,Asset Allocation,Record Load2,Before Record Load,Add Button,Label: Allocate Asset,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4037, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Allocate Asset', actionCondition: '', actionScriptId: 'workflowaction15545'});"
Asset Disposal,Asset Allocation,Record Load2,Before Record Load,Set Field Display Type,Status = INLINE,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4040, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Status = INLINE', actionCondition: '', actionScriptId: 'workflowaction15548'});"
Asset Disposal,Asset Allocation,Record Load2,Before Record Load,Set Field Display Type,Date Receipt Acknowledged = INLINE,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4041, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Date Receipt Acknowledged = INLINE', actionCondition: '', actionScriptId: 'workflowaction15549'});"
Asset Disposal,Asset Allocation,Record Load2,Before Record Load,Set Field Display Type,Date Allocated = INLINE,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4042, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Date Allocated = INLINE', actionCondition: '', actionScriptId: 'workflowaction15550'});"
Asset Disposal,Asset Allocation,Record Load2,Before Record Load,Set Field Display Type,Allocated by = INLINE,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4053, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Allocated by = INLINE', actionCondition: '', actionScriptId: 'workflowaction15561'});"
Asset Disposal,Asset Allocation,Record Load2,Before Record Load,Set Field Display Type,Date Retrieved = INLINE,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4224, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Date Retrieved = INLINE', actionCondition: '', actionScriptId: 'workflowaction15679'});"
Asset Disposal,Asset Allocation,Record Load2,Before Record Load,Set Field Display Type,Date Retrieval Acknowledged = INLINE,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4225, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Date Retrieval Acknowledged = INLINE', actionCondition: '', actionScriptId: 'workflowaction15680'});"
Asset Disposal,Asset Allocation,State Event1,Entry,Set Field Value,Status=Pending Allocation,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4212, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Status=Pending Allocation', actionCondition: '', actionScriptId: 'workflowaction15668'});"
Asset Disposal,Asset Allocation,Record Load2,Before Record Load,Add Button,Label: Allocate Asset,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4037, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Allocate Asset', actionCondition: '', actionScriptId: 'workflowaction15545'});"
Asset Disposal,Asset Allocation,Record Load2,Before Record Load,Set Field Display Type,Status = INLINE,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4040, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Status = INLINE', actionCondition: '', actionScriptId: 'workflowaction15548'});"
Asset Disposal,Asset Allocation,Record Load2,Before Record Load,Set Field Display Type,Date Receipt Acknowledged = INLINE,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4041, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Date Receipt Acknowledged = INLINE', actionCondition: '', actionScriptId: 'workflowaction15549'});"
Asset Disposal,Asset Allocation,Record Load2,Before Record Load,Set Field Display Type,Date Allocated = INLINE,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4042, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Date Allocated = INLINE', actionCondition: '', actionScriptId: 'workflowaction15550'});"
Asset Disposal,Asset Allocation,Record Load2,Before Record Load,Set Field Display Type,Allocated by = INLINE,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4053, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Allocated by = INLINE', actionCondition: '', actionScriptId: 'workflowaction15561'});"
Asset Disposal,Asset Allocation,Record Load2,Before Record Load,Set Field Display Type,Date Retrieved = INLINE,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4224, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Date Retrieved = INLINE', actionCondition: '', actionScriptId: 'workflowaction15679'});"
Asset Disposal,Asset Allocation,Record Load2,Before Record Load,Set Field Display Type,Date Retrieval Acknowledged = INLINE,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4225, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Date Retrieval Acknowledged = INLINE', actionCondition: '', actionScriptId: 'workflowaction15680'});"
Asset Disposal,Asset Allocation,State Event3,Entry,Set Field Value,Status=Allocated. Pending Acknowledgement.,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4213, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Status=Allocated. Pending Acknowledgement.', actionCondition: '', actionScriptId: 'workflowaction15669'});"
Asset Disposal,Asset Allocation,State Event3,Entry,Set Field Value,Date Allocated=today,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4045, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Date Allocated=today', actionCondition: '', actionScriptId: 'workflowaction15553'});"
Asset Disposal,Asset Allocation,State Event3,Entry,Send Email,"To: Custodian, Subject: Acknowledge Receipt of Asset Item","NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4168, actionName: 'Send Email', linkElement: this, actionArguments: 'To: Custodian, Subject: Acknowledge Receipt of Asset Item', actionCondition: 'Custodian : E-mail Is Not Empty', actionScriptId: 'workflowaction15639'});"
Asset Disposal,Asset Allocation,Record Load3,Before Record Load,Add Button,Label: Acknowledge Receipt of Asset,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4038, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Acknowledge Receipt of Asset', actionCondition: 'User = Custodian Or User = Custodian : Shared Account Or User = Shared Account', actionScriptId: 'workflowaction15546'});"
Asset Disposal,Asset Allocation,Record Load3,Before Record Load,Add Button,Label: Revert,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4352, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Revert', actionCondition: '', actionScriptId: 'workflowaction15770'});"
Asset Disposal,Asset Allocation,Record Load3,Before Record Load,Lock Record,,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4050, actionName: 'Lock Record', linkElement: this, actionArguments: '', actionCondition: 'User != Custodian And User != Custodian : Shared Account And User != Shared Account And User Role != PPA Integration Role,Administrator', actionScriptId: 'workflowaction15558'});"
Asset Disposal,Asset Allocation,Scheduled1,Scheduled,Send Email,"To: Custodian, Subject: Acknowledge Receipt of Asset Item","NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4051, actionName: 'Send Email', linkElement: this, actionArguments: 'To: Custodian, Subject: Acknowledge Receipt of Asset Item', actionCondition: 'Custodian : E-mail Is Not Empty', actionScriptId: 'workflowaction15559'});"
Asset Disposal,Asset Allocation,State Event3,Entry,Set Field Value,Date Receipt Acknowledged=today,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4047, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Date Receipt Acknowledged=today', actionCondition: '', actionScriptId: 'workflowaction15555'});"
Asset Disposal,Asset Allocation,State Event3,Entry,Set Field Value,Status=Allocated and Acknowledged,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4214, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Status=Allocated and Acknowledged', actionCondition: '', actionScriptId: 'workflowaction15670'});"
Asset Disposal,Asset Allocation,State Event3,Entry,Send Email,"To: Allocated by, Subject: Asset Item Receipt Acknowledged","NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 7352, actionName: 'Send Email', linkElement: this, actionArguments: 'To: Allocated by, Subject: Asset Item Receipt Acknowledged', actionCondition: '', actionScriptId: 'workflowaction17890'});"
Asset Disposal,Asset Allocation,Record Load3,Before Record Load,Add Button,Label: Retrieve Asset,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4210, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Retrieve Asset', actionCondition: 'User Department = HR &amp; Admin', actionScriptId: 'workflowaction15667'});"
Asset Disposal,Asset Allocation,Record Load3,Before Record Load,Add Button,Label: Revert,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4351, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Revert', actionCondition: '', actionScriptId: 'workflowaction15769'});"
Asset Disposal,Asset Allocation,Record Load3,Before Record Load,Lock Record,,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4220, actionName: 'Lock Record', linkElement: this, actionArguments: '', actionCondition: '', actionScriptId: 'workflowaction15675'});"
Asset Disposal,Asset Allocation,State Event3,Entry,Set Field Value,Status=Retrieved. Pending Acknowledgement.,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4216, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Status=Retrieved. Pending Acknowledgement. ', actionCondition: '', actionScriptId: 'workflowaction15671'});"
Asset Disposal,Asset Allocation,State Event3,Entry,Set Field Value,Date Retrieved=today,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4226, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Date Retrieved=today', actionCondition: '', actionScriptId: 'workflowaction15681'});"
Asset Disposal,Asset Allocation,State Event3,Entry,Send Email,"To: Custodian, Subject: Acknowledge Receipt of Asset Item","NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4219, actionName: 'Send Email', linkElement: this, actionArguments: 'To: Custodian, Subject: Acknowledge Receipt of Asset Item', actionCondition: '', actionScriptId: 'workflowaction15674'});"
Asset Disposal,Asset Allocation,Record Load3,Before Record Load,Add Button,Label: Revert,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4350, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Revert', actionCondition: 'User Role = Administrator,PPA Integration Role', actionScriptId: 'workflowaction15768'});"
Asset Disposal,Asset Allocation,Record Load3,Before Record Load,Add Button,Label: Acknowledge Retrieval of Asset,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4218, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Acknowledge Retrieval of Asset', actionCondition: 'Custodian = Current User Or Custodian : Shared Account = Current User', actionScriptId: 'workflowaction15673'});"
Asset Disposal,Asset Allocation,Record Load3,Before Record Load,Lock Record,,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4223, actionName: 'Lock Record', linkElement: this, actionArguments: '', actionCondition: '', actionScriptId: 'workflowaction15678'});"
Asset Disposal,Asset Allocation,Scheduled1,Scheduled,Send Email,"To: Custodian, Subject: Acknowledge Receipt of Asset Item","NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4221, actionName: 'Send Email', linkElement: this, actionArguments: 'To: Custodian, Subject: Acknowledge Receipt of Asset Item', actionCondition: '', actionScriptId: 'workflowaction15676'});"
Asset Disposal,Asset Allocation,State Event1,Entry,Go To Record,Asset Allocation,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4231, actionName: 'Go To Record', linkElement: this, actionArguments: 'Asset Allocation ', actionCondition: '', actionScriptId: 'workflowaction15684'});"
Asset Disposal,Asset Allocation,Record Load1,Before Record Load,Lock Record,,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4311, actionName: 'Lock Record', linkElement: this, actionArguments: '', actionCondition: '', actionScriptId: 'workflowaction15748'});"
Asset Disposal,Asset Allocation,State Event2,Entry,Set Field Value,Status=Disposed,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4353, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Status=Disposed', actionCondition: '', actionScriptId: 'workflowaction15771'});"
Asset Disposal,Asset Allocation,State Event2,Entry,Go To Record,Asset Item  (Using Asset Item),"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4244, actionName: 'Go To Record', linkElement: this, actionArguments: 'Asset Item  (Using Asset Item)', actionCondition: '', actionScriptId: 'workflowaction15696'});"
Asset Disposal,Asset Allocation,Record Load2,Before Record Load,Add Button,Label: Revert,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4348, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Revert', actionCondition: '', actionScriptId: 'workflowaction15766'});"
Asset Disposal,Asset Allocation,Record Load2,Before Record Load,Lock Record,,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4310, actionName: 'Lock Record', linkElement: this, actionArguments: '', actionCondition: '', actionScriptId: 'workflowaction15747'});"
Asset Item,Asset Allocation,State Event1,Entry,Set Field Value,Status=Pending Allocation,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4212, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Status=Pending Allocation', actionCondition: '', actionScriptId: 'workflowaction15668'});"
Asset Item,Asset Allocation,Record Load2,Before Record Load,Add Button,Label: Allocate Asset,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4037, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Allocate Asset', actionCondition: '', actionScriptId: 'workflowaction15545'});"
Asset Item,Asset Allocation,Record Load2,Before Record Load,Set Field Display Type,Status = INLINE,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4040, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Status = INLINE', actionCondition: '', actionScriptId: 'workflowaction15548'});"
Asset Item,Asset Allocation,Record Load2,Before Record Load,Set Field Display Type,Date Receipt Acknowledged = INLINE,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4041, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Date Receipt Acknowledged = INLINE', actionCondition: '', actionScriptId: 'workflowaction15549'});"
Asset Item,Asset Allocation,Record Load2,Before Record Load,Set Field Display Type,Date Allocated = INLINE,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4042, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Date Allocated = INLINE', actionCondition: '', actionScriptId: 'workflowaction15550'});"
Asset Item,Asset Allocation,Record Load2,Before Record Load,Set Field Display Type,Allocated by = INLINE,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4053, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Allocated by = INLINE', actionCondition: '', actionScriptId: 'workflowaction15561'});"
Asset Item,Asset Allocation,Record Load2,Before Record Load,Set Field Display Type,Date Retrieved = INLINE,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4224, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Date Retrieved = INLINE', actionCondition: '', actionScriptId: 'workflowaction15679'});"
Asset Item,Asset Allocation,Record Load2,Before Record Load,Set Field Display Type,Date Retrieval Acknowledged = INLINE,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4225, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Date Retrieval Acknowledged = INLINE', actionCondition: '', actionScriptId: 'workflowaction15680'});"
Asset Item,Asset Allocation,State Event1,Entry,Set Field Value,Status=Pending Allocation,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4212, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Status=Pending Allocation', actionCondition: '', actionScriptId: 'workflowaction15668'});"
Asset Item,Asset Allocation,Record Load2,Before Record Load,Add Button,Label: Allocate Asset,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4037, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Allocate Asset', actionCondition: '', actionScriptId: 'workflowaction15545'});"
Asset Item,Asset Allocation,Record Load2,Before Record Load,Set Field Display Type,Status = INLINE,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4040, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Status = INLINE', actionCondition: '', actionScriptId: 'workflowaction15548'});"
Asset Item,Asset Allocation,Record Load2,Before Record Load,Set Field Display Type,Date Receipt Acknowledged = INLINE,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4041, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Date Receipt Acknowledged = INLINE', actionCondition: '', actionScriptId: 'workflowaction15549'});"
Asset Item,Asset Allocation,Record Load2,Before Record Load,Set Field Display Type,Date Allocated = INLINE,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4042, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Date Allocated = INLINE', actionCondition: '', actionScriptId: 'workflowaction15550'});"
Asset Item,Asset Allocation,Record Load2,Before Record Load,Set Field Display Type,Allocated by = INLINE,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4053, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Allocated by = INLINE', actionCondition: '', actionScriptId: 'workflowaction15561'});"
Asset Item,Asset Allocation,Record Load2,Before Record Load,Set Field Display Type,Date Retrieved = INLINE,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4224, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Date Retrieved = INLINE', actionCondition: '', actionScriptId: 'workflowaction15679'});"
Asset Item,Asset Allocation,Record Load2,Before Record Load,Set Field Display Type,Date Retrieval Acknowledged = INLINE,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4225, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Date Retrieval Acknowledged = INLINE', actionCondition: '', actionScriptId: 'workflowaction15680'});"
Asset Item,Asset Allocation,State Event3,Entry,Set Field Value,Status=Allocated. Pending Acknowledgement.,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4213, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Status=Allocated. Pending Acknowledgement.', actionCondition: '', actionScriptId: 'workflowaction15669'});"
Asset Item,Asset Allocation,State Event3,Entry,Set Field Value,Date Allocated=today,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4045, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Date Allocated=today', actionCondition: '', actionScriptId: 'workflowaction15553'});"
Asset Item,Asset Allocation,State Event3,Entry,Send Email,"To: Custodian, Subject: Acknowledge Receipt of Asset Item","NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4168, actionName: 'Send Email', linkElement: this, actionArguments: 'To: Custodian, Subject: Acknowledge Receipt of Asset Item', actionCondition: 'Custodian : E-mail Is Not Empty', actionScriptId: 'workflowaction15639'});"
Asset Item,Asset Allocation,Record Load3,Before Record Load,Add Button,Label: Acknowledge Receipt of Asset,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4038, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Acknowledge Receipt of Asset', actionCondition: 'User = Custodian Or User = Custodian : Shared Account Or User = Shared Account', actionScriptId: 'workflowaction15546'});"
Asset Item,Asset Allocation,Record Load3,Before Record Load,Add Button,Label: Revert,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4352, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Revert', actionCondition: '', actionScriptId: 'workflowaction15770'});"
Asset Item,Asset Allocation,Record Load3,Before Record Load,Lock Record,,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4050, actionName: 'Lock Record', linkElement: this, actionArguments: '', actionCondition: 'User != Custodian And User != Custodian : Shared Account And User != Shared Account And User Role != PPA Integration Role,Administrator', actionScriptId: 'workflowaction15558'});"
