Record Type,Workflow,Category,Trigger,Action,Arguments,Condition
Supplementary Fuel Card Top up Request,Supplementary Fuel Top up Request,State Event2,Entry,XMessenger (Telegram),"Message='Supplementary Fuel Card Request REJECTED: *' || {name} || '*\n\n' || 'Hello' ||',\nThe Supplementary Fuel Card Request has been rejected.' || '\nCard Number: *' || {custrecord2127} || '*\nVehicle Registration: *' || {custrecord2126} || '*\n\n' || '[View Case](https://4891605.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=1702&id=' || {id} || '&whence=)' ||  '\n\nRegards,\n' || {user.firstname} {user.lastname},Recipient 1=Employee,,,,","NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 8466, actionName: 'XMessenger (Telegram)', linkElement: this, actionArguments: 'Message=\'Supplementary Fuel Card Request REJECTED: *\' || {name} || \'*\\n\\n\' || \'Hello\' ||\',\\nThe Supplementary Fuel Card Request has been rejected.\' || \'\\nCard Number: *\' || {custrecord2127} || \'*\\nVehicle Registration: *\' || {custrecord2126} || \'*\\n\\n\' || \'[View Case](https://4891605.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=1702&id=\' || {id} || \'&whence=)\' ||  \'\\n\\nRegards,\\n\' || {user.firstname} {user.lastname},Recipient 1=Employee,,,,', actionCondition: '', actionScriptId: 'workflowaction18709'});"
Transport Request,Transport Request,State Event1,Entry,Set Field Value,Requester=null,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 5344, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Requester=null', actionCondition: 'Requester = Contracts Team,Building S Sales,FOOD &amp;  B SALES,Mines Sales,Engineering Department,Engineering2,Netsuite I TAGG,SHEQ Team,Project Unit 1,Project Unit 2,Project Unit 3,Marketing Group,Power E Telcos Sales,Field Service 1,PM Admin2,Projects Administrator,Support Unit 1', actionScriptId: 'workflowaction16452'});"
Transport Request,Transport Request,Record Load1,Before Record Load,Add Button,Label: Submit Request,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 2573, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Submit Request', actionCondition: '', actionScriptId: 'workflowaction14545'});"
Transport Request,Transport Request,Form Event13,After Field Edit,Set Field Mandatory,Related Transaction = True,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 5338, actionName: 'Set Field Mandatory', linkElement: this, actionArguments: 'Related Transaction = True', actionCondition: 'Type of Transport Request  = 1. Pick up__Purchases,3. Delivery to site / client', actionScriptId: 'workflowaction16447'});"
Transport Request,Transport Request,Form Event13,After Field Edit,Set Field Mandatory,Related Transaction = False,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 5340, actionName: 'Set Field Mandatory', linkElement: this, actionArguments: 'Related Transaction = False', actionCondition: 'Type of Transport Request  != 1. Pick up__Purchases,3. Delivery to site / client', actionScriptId: 'workflowaction16448'});"
Transport Request,Transport Request,Form Event13,After Field Edit,Set Field Mandatory,Project = True,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 5341, actionName: 'Set Field Mandatory', linkElement: this, actionArguments: 'Project = True', actionCondition: 'Type of Transport Request  = 1. Pick up__Purchases,2. Pick up__Others (Cheques. Documents),3. Delivery to site / client ,6. Drop off__Documents, Cheques', actionScriptId: 'workflowaction16449'});"
Transport Request,Transport Request,Form Event13,After Field Edit,Set Field Mandatory,Project = False,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 5342, actionName: 'Set Field Mandatory', linkElement: this, actionArguments: 'Project = False', actionCondition: 'Type of Transport Request  != 1. Pick up__Purchases,2. Pick up__Others (Cheques. Documents),3. Delivery to site / client ,6. Drop off__Documents, Cheques', actionScriptId: 'workflowaction16450'});"
Transport Request,Transport Request,Form Event13,After Field Edit,Set Field Mandatory,Requirements = True,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 5345, actionName: 'Set Field Mandatory', linkElement: this, actionArguments: 'Requirements = True', actionCondition: 'Type of Transport Request  = 3. Delivery to site / client ,4. Delivery to retail shops', actionScriptId: 'workflowaction16453'});"
Transport Request,Transport Request,Form Event13,After Field Edit,Set Field Mandatory,Requirements = False,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 5346, actionName: 'Set Field Mandatory', linkElement: this, actionArguments: 'Requirements = False', actionCondition: 'Type of Transport Request  != 3. Delivery to site / client ,4. Delivery to retail shops', actionScriptId: 'workflowaction16454'});"
Transport Request,Transport Request,Form Event13,After Field Edit,Set Field Mandatory,Purpose of the Trip = True,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 5545, actionName: 'Set Field Mandatory', linkElement: this, actionArguments: 'Purpose of the Trip = True', actionCondition: 'Type of Transport Request  = 7. Chauffeur employees', actionScriptId: 'workflowaction16601'});"
Transport Request,Transport Request,Form Event13,After Field Edit,Set Field Mandatory,Name of Client (Person in Charge) = False,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 5546, actionName: 'Set Field Mandatory', linkElement: this, actionArguments: 'Name of Client (Person in Charge) = False', actionCondition: 'Type of Transport Request  = 7. Chauffeur employees', actionScriptId: 'workflowaction16602'});"
Transport Request,Transport Request,Form Event13,After Field Edit,Set Field Mandatory,Phone Number of Person in Charge = False,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 5547, actionName: 'Set Field Mandatory', linkElement: this, actionArguments: 'Phone Number of Person in Charge = False', actionCondition: 'Type of Transport Request  = 7. Chauffeur employees', actionScriptId: 'workflowaction16603'});"
Transport Request,Transport Request,Form Event13,After Field Edit,Set Field Mandatory,Will items be received into the warehouse? = True,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 12931, actionName: 'Set Field Mandatory', linkElement: this, actionArguments: 'Will items be received into the warehouse? = True', actionCondition: 'Type of Transport Request  = 1. Pick up__Purchases,8. Return items/ document,9. Return and Pickup items/ document', actionScriptId: 'workflowaction21249'});"
Transport Request,Transport Request,Form Event13,After Field Edit,Set Field Mandatory,Will items be received into the warehouse? = False,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 12932, actionName: 'Set Field Mandatory', linkElement: this, actionArguments: 'Will items be received into the warehouse? = False', actionCondition: 'Type of Transport Request  != 1. Pick up__Purchases,8. Return items/ document,9. Return and Pickup items/ document', actionScriptId: 'workflowaction21250'});"
Transport Request,Transport Request,Form Event13,After Field Edit,Return User Error,Alert!!! Kindly use your actual name instead of the shared account name.,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 5343, actionName: 'Return User Error', linkElement: this, actionArguments: 'Alert!!! Kindly use your actual name instead of the shared account name.', actionCondition: 'Requester = Contracts Team,FOOD &amp;  B SALES,Building S Sales,Mines Sales,Engineering2,Engineering Department,Netsuite I TAGG,SHEQ Team,Project Unit 1,Project Unit 2,Project Unit 3,Marketing Group,Power E Telcos Sales,Field Service 1,Support Unit 1,PM Admin2,Projects Administrator', actionScriptId: 'workflowaction16451'});"
Transport Request,Transport Request,Form Event13,After Field Edit,Set Field Value,Requester=null,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 5347, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Requester=null', actionCondition: 'Requester = Contracts Team,Building S Sales,FOOD &amp;  B SALES,Mines Sales,Engineering Department,Engineering2,Netsuite I TAGG,SHEQ Team,Project Unit 1,Project Unit 2,Project Unit 3,Marketing Group,Power E Telcos Sales,Field Service 1,PM Admin2,Projects Administrator,Support Unit 1', actionScriptId: 'workflowaction16455'});"
Transport Request,Transport Request,State Event1,Entry,Set Field Value,Requester=null,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 5344, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Requester=null', actionCondition: 'Requester = Contracts Team,Building S Sales,FOOD &amp;  B SALES,Mines Sales,Engineering Department,Engineering2,Netsuite I TAGG,SHEQ Team,Project Unit 1,Project Unit 2,Project Unit 3,Marketing Group,Power E Telcos Sales,Field Service 1,PM Admin2,Projects Administrator,Support Unit 1', actionScriptId: 'workflowaction16452'});"
Transport Request,Transport Request,Record Load1,Before Record Load,Add Button,Label: Submit Request,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 2573, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Submit Request', actionCondition: '', actionScriptId: 'workflowaction14545'});"
Transport Request,Transport Request,Form Event13,After Field Edit,Set Field Mandatory,Related Transaction = True,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 5338, actionName: 'Set Field Mandatory', linkElement: this, actionArguments: 'Related Transaction = True', actionCondition: 'Type of Transport Request  = 1. Pick up__Purchases,3. Delivery to site / client', actionScriptId: 'workflowaction16447'});"
Transport Request,Transport Request,Form Event13,After Field Edit,Set Field Mandatory,Related Transaction = False,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 5340, actionName: 'Set Field Mandatory', linkElement: this, actionArguments: 'Related Transaction = False', actionCondition: 'Type of Transport Request  != 1. Pick up__Purchases,3. Delivery to site / client', actionScriptId: 'workflowaction16448'});"
Transport Request,Transport Request,Form Event13,After Field Edit,Set Field Mandatory,Project = True,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 5341, actionName: 'Set Field Mandatory', linkElement: this, actionArguments: 'Project = True', actionCondition: 'Type of Transport Request  = 1. Pick up__Purchases,2. Pick up__Others (Cheques. Documents),3. Delivery to site / client ,6. Drop off__Documents, Cheques', actionScriptId: 'workflowaction16449'});"
Transport Request,Transport Request,Form Event13,After Field Edit,Set Field Mandatory,Project = False,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 5342, actionName: 'Set Field Mandatory', linkElement: this, actionArguments: 'Project = False', actionCondition: 'Type of Transport Request  != 1. Pick up__Purchases,2. Pick up__Others (Cheques. Documents),3. Delivery to site / client ,6. Drop off__Documents, Cheques', actionScriptId: 'workflowaction16450'});"
Transport Request,Transport Request,Form Event13,After Field Edit,Set Field Mandatory,Requirements = True,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 5345, actionName: 'Set Field Mandatory', linkElement: this, actionArguments: 'Requirements = True', actionCondition: 'Type of Transport Request  = 3. Delivery to site / client ,4. Delivery to retail shops', actionScriptId: 'workflowaction16453'});"
Transport Request,Transport Request,Form Event13,After Field Edit,Set Field Mandatory,Requirements = False,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 5346, actionName: 'Set Field Mandatory', linkElement: this, actionArguments: 'Requirements = False', actionCondition: 'Type of Transport Request  != 3. Delivery to site / client ,4. Delivery to retail shops', actionScriptId: 'workflowaction16454'});"
Transport Request,Transport Request,Form Event13,After Field Edit,Set Field Mandatory,Purpose of the Trip = True,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 5545, actionName: 'Set Field Mandatory', linkElement: this, actionArguments: 'Purpose of the Trip = True', actionCondition: 'Type of Transport Request  = 7. Chauffeur employees', actionScriptId: 'workflowaction16601'});"
Transport Request,Transport Request,Form Event13,After Field Edit,Set Field Mandatory,Name of Client (Person in Charge) = False,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 5546, actionName: 'Set Field Mandatory', linkElement: this, actionArguments: 'Name of Client (Person in Charge) = False', actionCondition: 'Type of Transport Request  = 7. Chauffeur employees', actionScriptId: 'workflowaction16602'});"
Transport Request,Transport Request,Form Event13,After Field Edit,Set Field Mandatory,Phone Number of Person in Charge = False,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 5547, actionName: 'Set Field Mandatory', linkElement: this, actionArguments: 'Phone Number of Person in Charge = False', actionCondition: 'Type of Transport Request  = 7. Chauffeur employees', actionScriptId: 'workflowaction16603'});"
Transport Request,Transport Request,Form Event13,After Field Edit,Set Field Mandatory,Will items be received into the warehouse? = True,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 12931, actionName: 'Set Field Mandatory', linkElement: this, actionArguments: 'Will items be received into the warehouse? = True', actionCondition: 'Type of Transport Request  = 1. Pick up__Purchases,8. Return items/ document,9. Return and Pickup items/ document', actionScriptId: 'workflowaction21249'});"
Transport Request,Transport Request,Form Event13,After Field Edit,Set Field Mandatory,Will items be received into the warehouse? = False,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 12932, actionName: 'Set Field Mandatory', linkElement: this, actionArguments: 'Will items be received into the warehouse? = False', actionCondition: 'Type of Transport Request  != 1. Pick up__Purchases,8. Return items/ document,9. Return and Pickup items/ document', actionScriptId: 'workflowaction21250'});"
Transport Request,Transport Request,Form Event13,After Field Edit,Return User Error,Alert!!! Kindly use your actual name instead of the shared account name.,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 5343, actionName: 'Return User Error', linkElement: this, actionArguments: 'Alert!!! Kindly use your actual name instead of the shared account name.', actionCondition: 'Requester = Contracts Team,FOOD &amp;  B SALES,Building S Sales,Mines Sales,Engineering2,Engineering Department,Netsuite I TAGG,SHEQ Team,Project Unit 1,Project Unit 2,Project Unit 3,Marketing Group,Power E Telcos Sales,Field Service 1,Support Unit 1,PM Admin2,Projects Administrator', actionScriptId: 'workflowaction16451'});"
Transport Request,Transport Request,Form Event13,After Field Edit,Set Field Value,Requester=null,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 5347, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Requester=null', actionCondition: 'Requester = Contracts Team,Building S Sales,FOOD &amp;  B SALES,Mines Sales,Engineering Department,Engineering2,Netsuite I TAGG,SHEQ Team,Project Unit 1,Project Unit 2,Project Unit 3,Marketing Group,Power E Telcos Sales,Field Service 1,PM Admin2,Projects Administrator,Support Unit 1', actionScriptId: 'workflowaction16455'});"
Transport Request,Transport Request,State Event3,Entry,Set Field Value,Status=Pending Acknowledgement,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 2714, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Status=Pending Acknowledgement', actionCondition: '', actionScriptId: 'workflowaction14639'});"
Transport Request,Transport Request,State Event3,Entry,Send Email,"To: Audrey Akushika Kligo, Subject: New Transport Request","NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 1482, actionName: 'Send Email', linkElement: this, actionArguments: 'To: Audrey Akushika Kligo, Subject: New Transport Request', actionCondition: 'Requester : E-mail Is Not Empty', actionScriptId: 'workflowaction13960'});"
